Source,Target
Igor Shafarevich,birational geometry
Igor Shafarevich,geometry
Igor Shafarevich,number theory
Igor Shafarevich,pure mathematics
Igor Shafarevich,rational geometry
Igor Shafarevich,scheme theory
Israel Gohberg,analysis
Israel Gohberg,functional analysis
Israel Gohberg,operator theory
Shimon Even,cryptography
Shimon Even,graph theory
Jorma Rissanen,arithmetic
Olga Bondareva,analysis
Olga Bondareva,game theory
Olga Bondareva,linear programming
Olga Bondareva,mathematical economics
Olga Bondareva,topology
Mikhail Birman,analysis
Mikhail Birman,functional analysis
Mikhail Birman,mathematical physics
Mikhail Birman,ring theory
Mikhail Birman,spectral theory
Crispin Nash-Williams,combinatorics
Crispin Nash-Williams,discrete mathematics
Crispin Nash-Williams,graph theory
Crispin Nash-Williams,matroid theory
Jerald Ericksen,invariant theory
Colin J. Bushnell,algebra
Colin J. Bushnell,number theory
Colin J. Bushnell,representation theory
Edwin Thompson Jaynes,analysis
Edwin Thompson Jaynes,probability theory
Edwin Thompson Jaynes,statistical mechanics
Yousef Alavi,combinatorics
Yousef Alavi,graph theory
Antonio Ambrosetti,analysis
Antonio Ambrosetti,calculus
Antonio Ambrosetti,calculus of variations
Antonio Ambrosetti,nonlinear analysis
Eugene Lawler,applied mathematics
Eugene Lawler,combinatorial optimization
Eugene Lawler,job shop scheduling
Eugene Lawler,linear programming
Edith Hirsch Luchins,analysis
Lesley Sibner,analysis
Lesley Sibner,differential geometry
Lesley Sibner,field theory
Lesley Sibner,functional analysis
Lesley Sibner,gauge theory
Lesley Sibner,geometry
Lesley Sibner,linear functional analysis
Michel Kervaire,algebra
Michel Kervaire,knot theory
Michel Kervaire,topology
Yvette Amice,analysis
Yvette Amice,number theory
Yvette Amice,p-adic analysis
Jerrold E. Marsden,mathematical sciences
Jerrold E. Marsden,symplectic topology
Jerrold E. Marsden,topology
Isaak Yaglom,affine geometry
Isaak Yaglom,algebra
Isaak Yaglom,analysis
Isaak Yaglom,analytic geometry
Isaak Yaglom,differential geometry
Isaak Yaglom,euclidean geometry
Isaak Yaglom,geometry
Isaak Yaglom,inversive geometry
Isaak Yaglom,non-euclidean geometry
Isaak Yaglom,projective geometry
Isaak Yaglom,topology
Halsey Royden,algebra
Halsey Royden,analysis
Halsey Royden,complex analysis
Halsey Royden,complex differential geometry
Halsey Royden,differential geometry
Halsey Royden,geometry
Halsey Royden,potential theory
Halsey Royden,real analysis
Hans J. Reiter,analysis
Hans J. Reiter,harmonic analysis
Edgar Gilbert,algebra
Edgar Gilbert,analysis
Edgar Gilbert,coding theory
Edgar Gilbert,combinatorics
Edgar Gilbert,game theory
Edgar Gilbert,geometry
Edgar Gilbert,number theory
Edgar Gilbert,recreational mathematics
Edgar Gilbert,tessellation
Edgar Gilbert,topology
Roland Bulirsch,analysis
Roland Bulirsch,applied mathematics
Roland Bulirsch,numerical analysis
George B. Purdy,algebra
George B. Purdy,algebraic geometry
George B. Purdy,combinatorial geometry
George B. Purdy,combinatorics
George B. Purdy,cryptography
George B. Purdy,discrete geometry
George B. Purdy,geometry
George B. Purdy,number theory
Gordon Preston,algebra
Gordon Preston,group theory
Ernst Specker,set theory
Roman Sikorski,algebra
Roman Sikorski,analysis
Roman Sikorski,descriptive set theory
Roman Sikorski,functional analysis
Roman Sikorski,general topology
Roman Sikorski,mathematical logic
Roman Sikorski,measure theory
Roman Sikorski,set theory
Roman Sikorski,topology
Harish-Chandra,analysis
Harish-Chandra,harmonic analysis
Harish-Chandra,representation theory
Harley Flanders,algebra
Harley Flanders,algebraic number theory
Harley Flanders,applied mathematics
Harley Flanders,calculus
Harley Flanders,class field theory
Harley Flanders,differential calculus
Harley Flanders,differential geometry
Harley Flanders,field theory
Harley Flanders,geometry
Harley Flanders,ideal theory
Harley Flanders,linear algebra
Harley Flanders,number theory
Harley Flanders,precalculus
Harley Flanders,tensor
Harry Rauch,algebra
Harry Rauch,analysis
Harry Rauch,complex analysis
Harry Rauch,differential geometry
Harry Rauch,geometry
Michel Raynaud,algebra
Michel Raynaud,algebraic geometry
Michel Raynaud,arithmetic
Michel Raynaud,geometry
Leon Mestel,applied mathematics
Mark Krasnosel'skii,analysis
Mark Krasnosel'skii,functional analysis
Mark Krasnosel'skii,linear functional analysis
Mark Krasnosel'skii,nonlinear analysis
Mark Krasnosel'skii,nonlinear functional analysis
Branko Grünbaum,convex geometry
Branko Grünbaum,discrete geometry
Branko Grünbaum,geometry
Shreeram Shankar Abhyankar,algebra
Shreeram Shankar Abhyankar,algebraic geometry
Shreeram Shankar Abhyankar,combinatorics
Shreeram Shankar Abhyankar,commutative algebra
Shreeram Shankar Abhyankar,geometry
Shreeram Shankar Abhyankar,group theory
Shreeram Shankar Abhyankar,invariant theory
Shreeram Shankar Abhyankar,local algebra
Shreeram Shankar Abhyankar,valuation theory
Felix Berezin,analysis
Felix Berezin,field theory
Felix Berezin,mathematical physics
Paul-André Meyer,analysis
Paul-André Meyer,differential geometry
Paul-André Meyer,geometry
Paul-André Meyer,potential theory
Paul-André Meyer,probability theory
Paul-André Meyer,stochastic process
Gury Marchuk,computational mathematics
Vladimir Levenshtein,algebra
Vladimir Levenshtein,coding theory
Donald Burkholder,analysis
Donald Burkholder,applied mathematics
Donald Burkholder,functional analysis
Donald Burkholder,harmonic analysis
Donald Burkholder,probability theory
Donald Burkholder,statistics
Donald Burkholder,stochastic process
Jean-Paul Benzécri,analysis
Jean-Paul Benzécri,calculus
Jean-Paul Benzécri,differential geometry
Jean-Paul Benzécri,geometry
Jean-Paul Benzécri,tensor
Joseph Keller,analysis
Joseph Keller,applied mathematics
Joseph Keller,bifurcation theory
Joseph Keller,biostatistics
Joseph Keller,epidemiology
Joseph Keller,numerical analysis
Joseph Keller,statistics
Victor Lidskii,operator theory
Victor Lidskii,spectral theory
M. D. Donsker,probability theory
Andrey Ershov,arithmetic
Fred van der Blij,number theory
Vyacheslav Sazonov,measure theory
Jonas Kubilius,arithmetic
Jonas Kubilius,mathematical logic
Jonas Kubilius,number theory
Jonas Kubilius,probability theory
Jonas Kubilius,probabilistic number theory
Jonas Kubilius,statistical theory
Veeravalli S. Varadarajan,algebra
Veeravalli S. Varadarajan,analysis
Veeravalli S. Varadarajan,harmonic analysis
Veeravalli S. Varadarajan,mathematical physics
Veeravalli S. Varadarajan,probability theory
Veeravalli S. Varadarajan,representation theory
Andrei Monin,statistical theory
Vladimir Rvachev,algebra
Vladimir Rvachev,analysis
Vladimir Rvachev,mathematical logic
Yurii Reshetnyak,geometry
Katsumi Nomizu,affine differential geometry
Katsumi Nomizu,algebra
Katsumi Nomizu,algebraic geometry
Katsumi Nomizu,differential geometry
Katsumi Nomizu,geometry
Katsumi Nomizu,linear algebra
Katsumi Nomizu,number theory
Ole E. Barndorff-Nielsen,analysis
Ole E. Barndorff-Nielsen,differential geometry
Ole E. Barndorff-Nielsen,geometry
Ole E. Barndorff-Nielsen,mathematical physics
Ole E. Barndorff-Nielsen,statistical theory
Ole E. Barndorff-Nielsen,statistics
Sergei Adian,group theory
Sergei Adian,number theory
Brian Goodwin,geometry
Brian Goodwin,mathematical biology
Brian Goodwin,statistical mechanics
René Thom,algebra
René Thom,algebraic topology
René Thom,catastrophe theory
René Thom,cobordism theory
René Thom,gauge theory
René Thom,singularity theory
René Thom,topology
Robert Minlos,mathematical physics
Robert Minlos,probability theory
Robert Creighton Buck,algebra
Robert Creighton Buck,analysis
Robert Creighton Buck,approximation theory
Robert Creighton Buck,complex analysis
Nicole Tomczak-Jaegermann,analysis
Nicole Tomczak-Jaegermann,functional analysis
Volodymyr Korolyuk,probability theory
Torrence Parsons,graph theory
Vijay Kumar Patodi,differential geometry
Vijay Kumar Patodi,geometry
Vijay Kumar Patodi,topology
Walter Hayman,analysis
Walter Hayman,complex analysis
Walter Hayman,function theory
Louis Leithold,calculus
Lowell Schoenfeld,analytic number theory
Lowell Schoenfeld,number theory
"M. K. Fort, Jr.",general topology
"M. K. Fort, Jr.",topology
Michael D. Morley,mathematical logic
Michael D. Morley,model theory
Petr Vopěnka,set theory
Marc Yor,mathematical finance
Marc Yor,stochastic process
Hirotugu Akaike,analysis
Hirotugu Akaike,statistics
Hirotugu Akaike,stochastic process
Steven Gaal,algebra
Steven Gaal,analytic number theory
Steven Gaal,number theory
Steven Zucker,arithmetic
Thomas W. Hungerford,algebra
Thomas W. Hungerford,calculus
Tibor Šalát,analysis
Tibor Šalát,number theory
Tibor Šalát,real analysis
Richard Kadison,algebra
Richard Kadison,field theory
Richard Kadison,geometry
Richard Kadison,knot theory
Richard Kadison,noncommutative geometry
Richard Kadison,statistical mechanics
Daniel Gorenstein,pure mathematics
Morton Gurtin,applied mathematics
Morton Gurtin,geometric measure theory
Morton Gurtin,mathematical physics
Morton Gurtin,mathematical sciences
Morton Gurtin,measure theory
Hing Tong,algebra
Hing Tong,algebraic topology
Hing Tong,theoretical physics
Hing Tong,topology
Hans Duistermaat,algebra
Hans Duistermaat,algebraic geometry
Hans Duistermaat,analysis
Hans Duistermaat,applied mathematics
Hans Duistermaat,calculus
Hans Duistermaat,commutative algebra
Hans Duistermaat,geometry
Hans Duistermaat,harmonic analysis
Hans Duistermaat,mathematical physics
Hans Duistermaat,microlocal analysis
Hans Duistermaat,noncommutative algebra
Hans Duistermaat,noncommutative algebraic geometry
Hans Duistermaat,symplectic geometry
Alfred van der Poorten,algebra
Alfred van der Poorten,number theory
Alfred van der Poorten,pure mathematics
Oleksandr Mykolaiovych Sharkovsky,dynamical systems theory
John Hajnal,statistics
Frank Bonsall,algebra
Frank Bonsall,analysis
Frank Bonsall,functional analysis
Frank Harary,abstract algebra
Frank Harary,algebra
Frank Harary,analysis
Frank Harary,combinatorial theory
Frank Harary,graph theory
Frank Harary,linear algebra
Frank Harary,matrix algebra
"Frederick J. Almgren, Jr.",calculus
"Frederick J. Almgren, Jr.",geometric measure theory
"Frederick J. Almgren, Jr.",measure theory
Nikolai Nikolaevich Yanenko,computational mathematics
Nikolai Nikolaevich Yanenko,differential geometry
Nikolai Nikolaevich Yanenko,geometry
Alain Lascoux,algebra
Alain Lascoux,algebraic combinatorics
Alain Lascoux,combinatorics
Alain Lascoux,representation theory
Albert Muchnik,calculus
Albert Muchnik,mathematical logic
Albert Turner Bharucha-Reid,mathematical biology
Albert Turner Bharucha-Reid,probability theory
Albert Turner Bharucha-Reid,statistics
Paul Garabedian,potential theory
Zbigniew Ciesielski,analysis
Zbigniew Ciesielski,functional analysis
Zbigniew Ciesielski,probability theory
Robert Steinberg,algebra
Robert Steinberg,representation theory
Alberto Calderón,algebra
Alberto Calderón,analysis
Alberto Calderón,ergodic theory
Alberto Calderón,hard analysis
Alberto Calderón,probability theory
Thomas L. Saaty,analysis
Thomas L. Saaty,decision analysis
Thomas L. Saaty,game theory
Thomas L. Saaty,graph theory
Thomas L. Saaty,linear programming
Thomas L. Saaty,statistics
Max Kelly,algebra
Max Kelly,category theory
Max Kelly,homological algebra
Max Kelly,homology theory
Lajos Takács,probability theory
Lajos Takács,stochastic process
Derek J. de Solla Price,analysis
Derek J. de Solla Price,applied mathematics
Zsolt Baranyai,combinatorics
Ciprian Foias,algebra
Ciprian Foias,analysis
Ciprian Foias,operator theory
Solomon Feferman,algebra
Solomon Feferman,analysis
Solomon Feferman,arithmetic
Solomon Feferman,category theory
Solomon Feferman,mathematical logic
Solomon Feferman,non-standard analysis
Solomon Feferman,predicative mathematics
Solomon Feferman,proof theory
Peter M. Neumann,algebra
Peter M. Neumann,group theory
Pierre Rosenstiehl,graph theory
Yevgeny Dyakonov,geometry
Lee Segel,applied mathematics
Sergey Stechkin,approximation theory
Sergey Stechkin,number theory
William J. LeVeque,number theory
Albert Nijenhuis,algebra
Albert Nijenhuis,combinatorics
Albert Nijenhuis,differential geometry
Albert Nijenhuis,geometry
Albert Nijenhuis,tensor
Jane Cronin Scanlon,analysis
Jane Cronin Scanlon,mathematical biology
Jane Cronin Scanlon,nonlinear analysis
Olli Lehto,function theory
Olli Lehto,geometric function theory
Vanik Zakaryan,analysis
Vanik Zakaryan,complex analysis
Vanik Zakaryan,mathematical sciences
Igor Girsanov,analysis
Igor Girsanov,functional analysis
Igor Girsanov,mathematical economics
Igor Girsanov,probability theory
Igor Girsanov,stochastic process
Mitrofan Cioban,topology
Welington de Melo,dynamical systems theory
Abram Ilyich Fet,analysis
Abram Ilyich Fet,calculus
Abram Ilyich Fet,geometry
Abram Ilyich Fet,mathematical physics
Abram Ilyich Fet,theoretical physics
Abram Ilyich Fet,topology
George Mostow,analysis
George Mostow,geometry
George Mostow,group theory
Gerald Sacks,model theory
Gerald Sacks,recursion theory
Herbert Enderton,analysis
Herbert Enderton,recursion theory
Yurii Shirokov,algebra
Yurii Shirokov,field theory
Yurii Shirokov,theoretical physics
Jamal Nazrul Islam,applied mathematics
Jamal Nazrul Islam,field theory
Jamal Nazrul Islam,mathematical physics
Jamal Nazrul Islam,theoretical physics
Valentin Turchin,set theory
Pyotr Lavrentyevich Ulyanov,analysis
Pyotr Lavrentyevich Ulyanov,function theory
Pyotr Lavrentyevich Ulyanov,functional analysis
Lawrence Shepp,statistics
Lee Albert Rubel,algebra
Lee Albert Rubel,analysis
Lee Albert Rubel,calculus
Lee Albert Rubel,calculus of variations
Lee Albert Rubel,linear algebra
Lee Albert Rubel,mathematical logic
Lee Albert Rubel,topology
Boris Trakhtenbrot,computability theory
Boris Trakhtenbrot,model theory
Boris Trakhtenbrot,theory of computation
Sergey Yablonsky,calculus
Sergey Yablonsky,discrete mathematics
Sergey Yablonsky,mathematical logic
Isaak Russman,analysis
Isaak Russman,discrete mathematics
Isaak Russman,mathematical logic
Isaak Russman,probability theory
Arnold S. Shapiro,algebra
Gerard Laman,algebra
Gerard Laman,combinatorial topology
Gerard Laman,discrete mathematics
Gerard Laman,graph theory
Gerard Laman,topology
Errett Bishop,algebra
Errett Bishop,analysis
Errett Bishop,classical mathematics
Errett Bishop,constructive analysis
Errett Bishop,constructive mathematics
Errett Bishop,non-standard analysis
Errett Bishop,operator theory
Errett Bishop,real analysis
Michael Fisher,statistical mechanics
W. R. Alford,knot theory
W. R. Alford,number theory
W. R. Alford,topology
Alexander Abrosimov,algebra
Alexander Abrosimov,analysis
Alexander Abrosimov,complex analysis
Alexander Abrosimov,geometry
Vladimir Lefebvre,game theory
Johannes Boersma,analysis
Ulf Grenander,actuarial science
Ulf Grenander,algebra
Ulf Grenander,analysis
Ulf Grenander,applied mathematics
Ulf Grenander,computational statistics
Ulf Grenander,mathematical statistics
Ulf Grenander,probability theory
Ulf Grenander,statistical theory
Ulf Grenander,statistics
Ulf Grenander,stochastic process
Ronald G. Douglas,algebra
Ronald G. Douglas,algebraic topology
Ronald G. Douglas,geometry
Ronald G. Douglas,noncommutative geometry
Ronald G. Douglas,operator theory
Ronald G. Douglas,topology
Samuel Kotz,actuarial science
Samuel Kotz,probability theory
Samuel Kotz,statistics
Zenon Ivanovich Borevich,algebra
Zenon Ivanovich Borevich,algebraic number theory
Zenon Ivanovich Borevich,homological algebra
Zenon Ivanovich Borevich,number theory
Evgeny Moiseev,computational mathematics
Evgeny Moiseev,spectral theory
Yuri Petunin,analysis
Yuri Petunin,computational mathematics
Yuri Petunin,functional analysis
Yuri Petunin,mathematical statistics
Yuri Petunin,statistics
A. Edward Nussbaum,algebra
A. Edward Nussbaum,theoretical physics
A. H. Lightstone,abstract algebra
A. H. Lightstone,algebra
A. H. Lightstone,analysis
A. H. Lightstone,arithmetic
A. H. Lightstone,calculus
A. H. Lightstone,group theory
A. H. Lightstone,infinitesimal calculus
A. H. Lightstone,mathematical logic
A. H. Lightstone,model theory
A. H. Lightstone,non-standard analysis
A. H. Lightstone,set theory
A. H. Lightstone,statistics
Mathukumalli V. Subbarao,analysis
Mathukumalli V. Subbarao,arithmetic
Mathukumalli V. Subbarao,functional analysis
Mathukumalli V. Subbarao,number theory
Mathukumalli V. Subbarao,partition theory
Mathukumalli V. Subbarao,representation theory
Mathukumalli V. Subbarao,representation theory of the symmetric group
Irving Reiner,algebra
Irving Reiner,representation theory
Gunter Wyszecki,geometry
Iacopo Barsotti,algebra
Iacopo Barsotti,algebraic geometry
Iacopo Barsotti,geometry
Iacopo Barsotti,group theory
Vladimir Miklyukov,analysis
Anatoly Shirshov,algebra
Maurice Auslander,algebra
Maurice Auslander,commutative algebra
Maurice Auslander,homological algebra
Maurice Auslander,module theory
Maurice Auslander,representation theory
Huzihiro Araki,algebra
Huzihiro Araki,field theory
Huzihiro Araki,statistical mechanics
Lajos Pukánszky,algebra
Lajos Pukánszky,representation theory
David P. Robbins,algebra
David P. Robbins,combinatorics
David P. Robbins,discrete mathematics
Yozo Matsushima,algebra
Athanasios Papoulis,analysis
Athanasios Papoulis,sampling theory
Athanasios Papoulis,statistics
Felix Browder,algebra
Felix Browder,analysis
Felix Browder,functional analysis
Felix Browder,linear functional analysis
Felix Browder,nonlinear functional analysis
Mark Mahowald,algebra
Mark Mahowald,algebraic topology
Mark Mahowald,topology
Emanuel Parzen,analysis
Emanuel Parzen,mathematical statistics
Emanuel Parzen,probability theory
Emanuel Parzen,statistics
Martin David Kruskal,algebra
Martin David Kruskal,algebraic geometry
Martin David Kruskal,analysis
Martin David Kruskal,classical mathematics
Martin David Kruskal,field theory
Martin David Kruskal,geometry
Martin David Kruskal,mathematical physics
Martin David Kruskal,nonlinear analysis
Martin David Kruskal,pure mathematics
Martin David Kruskal,real analysis
Martin David Kruskal,representation theory
Nicolae Popescu,abstract algebra
Nicolae Popescu,algebra
Nicolae Popescu,algebraic geometry
Nicolae Popescu,algebraic topology
Nicolae Popescu,category theory
Nicolae Popescu,class field theory
Nicolae Popescu,commutative algebra
Nicolae Popescu,field theory
Nicolae Popescu,function theory
Nicolae Popescu,geometry
Nicolae Popescu,homological algebra
Nicolae Popescu,mathematical biology
Nicolae Popescu,number theory
Nicolae Popescu,topology
Nicolae Popescu,valuation theory
Nigel Kalton,analysis
Nigel Kalton,functional analysis
Norman J. Pullman,algebra
Norman J. Pullman,linear algebra
Norman J. Pullman,matrix theory
Norman J. Pullman,number theory
O. Timothy O'Meara,algebra
O. Timothy O'Meara,arithmetic
O. Timothy O'Meara,number theory
Otomar Hájek,game theory
James Earl Baumgartner,algebra
James Earl Baumgartner,arithmetic
James Earl Baumgartner,mathematical logic
James Earl Baumgartner,set theory
James Earl Baumgartner,topology
Jack Silver,model theory
Jack Silver,set theory
Patrick Billingsley,probability theory
Patrick Billingsley,statistics
Shoshichi Kobayashi,algebra
Shoshichi Kobayashi,analysis
Shoshichi Kobayashi,complex analysis
Shoshichi Kobayashi,differential geometry
Shoshichi Kobayashi,function theory
Shoshichi Kobayashi,geometric function theory
Shoshichi Kobayashi,geometry
Shoshichi Kobayashi,topology
Egon Zakrajšek,analysis
Egon Zakrajšek,applied mathematics
Egon Zakrajšek,discrete mathematics
Egon Zakrajšek,linear programming
Egon Zakrajšek,numerical analysis
Egon Zakrajšek,statistics
"Elliott Ward Cheney, Jr.",analysis
"Elliott Ward Cheney, Jr.",approximation theory
"Elliott Ward Cheney, Jr.",numerical analysis
Hans-Joachim Nastold,algebra
Hans-Joachim Nastold,number theory
Eric Charles Milner,combinatorial set theory
Eric Charles Milner,set theory
Eric van Douwen,set-theoretic topology
Eric van Douwen,topology
Igor Kluvánek,algebra
Igor Kluvánek,analysis
Igor Kluvánek,applied mathematics
Igor Kluvánek,calculus
Igor Kluvánek,functional analysis
Igor Kluvánek,geometry
Igor Kluvánek,harmonic analysis
Igor Kluvánek,mathematical physics
Igor Kluvánek,operator theory
Ingram Olkin,algebra
Ingram Olkin,analysis
Ingram Olkin,decision theory
Ingram Olkin,linear algebra
Ingram Olkin,matrix theory
Ingram Olkin,statistics
Ivan Rival,computational geometry
Ivan Rival,geometry
Ivan Rival,lattice theory
Ivan Rival,order theory
J. N. Srivastava,analysis
J. N. Srivastava,coding theory
J. N. Srivastava,combinatorial theory
J. N. Srivastava,statistics
J. N. Srivastava,survey sampling
"Verner Emil Hoggatt, Jr.",number theory
Viacheslav Belavkin,applied mathematics
Vinay V. Deodhar,algebra
Vinay V. Deodhar,representation theory
Israel Nathan Herstein,abstract algebra
Israel Nathan Herstein,algebra
Israel Nathan Herstein,linear algebra
Israel Nathan Herstein,mathematical economics
Israel Nathan Herstein,ring theory
Roger Godement,abstract algebra
Roger Godement,algebra
Roger Godement,analysis
Roger Godement,arithmetic
Roger Godement,functional analysis
Roger Godement,harmonic analysis
Roger Godement,sheaf theory
Jean-Paul Pier,algebra
Jean-Paul Pier,analysis
Jean-Paul Pier,harmonic analysis
Jean-Paul Pier,mathematical sciences
Jean-Paul Pier,pure mathematics
John Maynard Smith,analysis
John Maynard Smith,game theory
Galina Tyurina,algebra
Galina Tyurina,algebraic geometry
Galina Tyurina,geometry
Hans Riesel,number theory
Solomon Marcus,analysis
Alexander Skopin,abstract algebra
Alexander Skopin,algebra
Alexander Skopin,computer algebra
Alexander Skopin,group theory
Alexander Skopin,linear algebra
Ruslan Stratonovich,calculus
Ruslan Stratonovich,statistical mechanics
Ruslan Stratonovich,stochastic calculus
Ruslan Stratonovich,stochastic process
Andrei Subbotin,statistics
Tetiana Taran,applied mathematics
Paul A. Catlin,combinatorics
Paul A. Catlin,graph theory
Paul A. Catlin,number theory
Paul Sally,analysis
Paul Sally,p-adic analysis
Paul Sally,representation theory
Petr Hájek,arithmetic
Petr Hájek,mathematical logic
Petr Hájek,set theory
Valentin Belousov,algebra
Clive W. Kilmister,mathematical sciences
James Ax,algebra
James Ax,algebraic geometry
James Ax,differential algebraic geometry
James Ax,geometry
James Ax,model theory
James Ax,number theory
Minoru Tomita,algebra
Myles Tierney,algebra
Myles Tierney,geometry
Myles Tierney,mathematical physics
Myles Tierney,topology
Olvi L. Mangasarian,linear programming
German Goncharov,mathematical sciences
Nikolay Nekhoroshev,perturbation theory
Nikolay Nekhoroshev,singularity theory
Evgenii Nikishin,analysis
Evgenii Nikishin,approximation theory
Evgenii Nikishin,harmonic analysis
Evgenii Nikishin,number theory
Jean-Jacques Moreau,analysis
Jean-Jacques Moreau,convex analysis
Jerome Levine,algebra
Jerome Levine,geometric topology
Jerome Levine,knot theory
Jerome Levine,topology
Myhailo Yadrenko,analysis
Myhailo Yadrenko,combinatorial analysis
Myhailo Yadrenko,econometrics
Myhailo Yadrenko,elementary mathematics
Myhailo Yadrenko,field theory
Myhailo Yadrenko,mathematical statistics
Myhailo Yadrenko,probability theory
Myhailo Yadrenko,spectral theory
Myhailo Yadrenko,statistics
Myhailo Yadrenko,stochastic process
Zvi Arad,abstract algebra
Zvi Arad,algebra
Basil Gordon,combinatorics
Basil Gordon,number theory
Karel deLeeuw,analysis
Karel deLeeuw,functional analysis
Karel deLeeuw,harmonic analysis
Jun-iti Nagata,topology
Klaus Fischer,statistics
Meyer Jerison,analysis
Meyer Jerison,functional analysis
Mikhail Kadets,analysis
Mikhail Kadets,functional analysis
Mikhail Kadets,geometry
Mikhail Kadets,harmonic analysis
Mikhail Kadets,nonlinear analysis
Milan Kolibiar,algebra
Milan Kolibiar,lattice theory
Milan Kolibiar,universal algebra
Miroslav Fiedler,algebra
Miroslav Fiedler,algebraic graph theory
Miroslav Fiedler,geometry
Miroslav Fiedler,graph theory
Miroslav Fiedler,linear algebra
D. Raghavarao,combinatorics
D. Raghavarao,statistics
Daihachiro Sato,function theory
Daihachiro Sato,number theory
Daihachiro Sato,theoretical physics
David Buchsbaum,algebra
David Buchsbaum,commutative algebra
David Buchsbaum,homological algebra
David Buchsbaum,representation theory
Tomio Kubota,arithmetic
Tomio Kubota,number theory
David Schmeidler,analysis
David Schmeidler,decision theory
David Schmeidler,game theory
David Schmeidler,measure theory
David Schmeidler,statistics
Dennis Lindley,statistics
Michio Kuga,group theory
Cassius Ionescu-Tulcea,analysis
Cassius Ionescu-Tulcea,functional analysis
Cassius Ionescu-Tulcea,game theory
Cassius Ionescu-Tulcea,mathematical economics
Cassius Ionescu-Tulcea,probability theory
Cassius Ionescu-Tulcea,statistics
Cassius Ionescu-Tulcea,stochastic process
Roy Adler,algebra
Roy Adler,coding theory
Roy Adler,ergodic theory
Ruth Lyttle Satter,tensor
S. L. Hakimi,analysis
Sanford L. Segal,analysis
Sanford L. Segal,analytic number theory
Sanford L. Segal,complex analysis
Sanford L. Segal,number theory
Shayle R. Searle,algebra
Shayle R. Searle,analysis
Shayle R. Searle,matrix algebra
Shayle R. Searle,statistics
Stanisław Trybuła,analysis
Stanisław Trybuła,game theory
Stanisław Trybuła,statistics
Stanisław Trybuła,stochastic process
Valery Senderov,analysis
Valery Senderov,functional analysis
Morris H. DeGroot,decision theory
Dmitry Okhotsimsky,algebra
Dmitry Okhotsimsky,analysis
Dmitry Okhotsimsky,calculus
Dmitry Okhotsimsky,calculus of variations
Dmitry Okhotsimsky,tensor
George Klir,algebra
George Klir,discrete mathematics
George Klir,fuzzy set theory
George Klir,measure theory
George Klir,set theory
Anatoly Stepin,analysis
Anatoly Stepin,ergodic theory
Anatoly Stepin,functional analysis
Anatoly Stepin,spectral theory
George Fix,analysis
George Fix,applied mathematics
George Fix,computational geometry
George Fix,geometry
Brian Hartley,algebra
Brian Hartley,group theory
Wiktor Eckhaus,analysis
Wiktor Eckhaus,applied mathematics
Wiktor Eckhaus,asymptotic theory
Wiktor Eckhaus,non-standard analysis
Wiktor Eckhaus,perturbation theory
Anatolii Goldberg,analysis
Anatolii Goldberg,complex analysis
Alladi Ramakrishnan,algebra
Alladi Ramakrishnan,matrix theory
Alladi Ramakrishnan,statistics
Alladi Ramakrishnan,stochastic process
Alladi Ramakrishnan,theoretical physics
Donald J. Newman,analysis
Donald J. Newman,approximation theory
Donald J. Newman,complex analysis
Donald J. Newman,number theory
Morton L. Curtis,group theory
K. G. Ramanathan,number theory
Gopinath Kallianpur,analysis
Gopinath Kallianpur,ergodic theory
Gopinath Kallianpur,harmonic analysis
Gopinath Kallianpur,stochastic process
Anatoly Samoilenko,mathematical sciences
Anatoly Samoilenko,perturbation theory
Gilbert Baumslag,computational group theory
Gilbert Baumslag,group theory
Donald John Lewis,number theory
Jalal Allakhverdiyev,analysis
Jalal Allakhverdiyev,functional analysis
Luis Davidson San Juan,elementary mathematics
Inder Bir Singh Passi,algebra
Inder Bir Singh Passi,mathematical sciences
Robert Edmund Edwards,analysis
Robert Edmund Edwards,functional analysis
Catherine Doléans-Dade,calculus
Zafar Usmanov,analysis
Zafar Usmanov,applied mathematics
Zafar Usmanov,geometry
Zafar Usmanov,mathematical sciences
Jorge Manuel Sotomayor Tello,algebra
Jorge Manuel Sotomayor Tello,bifurcation theory
Jorge Manuel Sotomayor Tello,classical differential geometry
Jorge Manuel Sotomayor Tello,classical geometry
Jorge Manuel Sotomayor Tello,differential geometry
Jorge Manuel Sotomayor Tello,geometry
Sibe Mardešić,topology
Cabiria Andreian Cazacu,analysis
Cabiria Andreian Cazacu,complex analysis
Cabiria Andreian Cazacu,potential theory
Abe Sklar,applied mathematics
Abe Sklar,probability theory
Abe Sklar,statistics
Lawrence Biedenharn,algebra
Lawrence Biedenharn,group theory
Margaret Greig,analysis
Giovanni Battista Rizza,absolute differential calculus
Giovanni Battista Rizza,algebra
Giovanni Battista Rizza,analysis
Giovanni Battista Rizza,calculus
Giovanni Battista Rizza,commutative algebra
Giovanni Battista Rizza,complex analysis
Giovanni Battista Rizza,differential calculus
Giovanni Battista Rizza,differential geometry
Giovanni Battista Rizza,geometry
Giovanni Battista Rizza,hypercomplex analysis
Giovanni Battista Rizza,projective geometry
Giovanni Battista Rizza,real algebra
Giovanni Battista Rizza,tensor
Gordon F. Newell,analysis
Gordon F. Newell,applied mathematics
Gordon F. Newell,statistical mechanics
György Elekes,combinatorial set theory
György Elekes,discrete geometry
